price,FY,type
428000.0,0,1.0
427500.0,0,1.0
420000.0,0,1.0
420000.0,0,1.0
419546.0,0,1.0
415000.0,1,1.0
412000.0,1,1.0
360000.0,0,1.0
350000.0,0,0.0
1376500.0,1,0.0
1112500.0,1,0.0
1045000.0,1,0.0
925000.0,1,0.0
870000.0,1,0.0
860000.0,1,0.0
845000.0,1,0.0
822000.0,1,1.0
820000.0,1,0.0
795000.0,1,0.0
775000.0,1,1.0
771000.0,1,0.0
768000.0,1,0.0
755000.0,1,0.0
750000.0,1,0.0
720000.0,1,0.0
716000.0,1,0.0
713000.0,1,0.0
705000.0,1,0.0
685000.0,1,0.0
670000.0,1,0.0
660000.0,1,1.0
655000.0,1,0.0
655000.0,1,1.0
650500.0,1,0.0
650000.0,1,0.0
640000.0,1,1.0
635000.0,1,1.0
623000.0,1,1.0
615000.0,1,1.0
610000.0,1,0.0
605000.0,1,0.0
600000.0,1,1.0
577350.0,1,1.0
575000.0,1,1.0
575000.0,1,1.0
572000.0,1,0.0
570000.0,1,1.0
563000.0,1,1.0
560000.0,1,1.0
555000.0,1,0.0
544000.0,1,1.0
535000.0,1,1.0
530000.0,1,1.0
530000.0,1,1.0
525000.0,1,1.0
515000.0,1,1.0
485000.0,1,1.0
430000.0,1,0.0
415000.0,1,0.0
245000.0,1,1.0
10250000.0,0,1.0
10250000.0,0,1.0
10250000.0,0,1.0
10250000.0,0,1.0
10250000.0,0,1.0
10250000.0,0,1.0
1930000.0,0,0.0
1905000.0,0,0.0
1900000.0,0,1.0
1900000.0,0,1.0
927500.0,0,1.0
855000.0,0,1.0
855000.0,0,1.0
795000.0,0,1.0
795000.0,0,1.0
785000.0,0,1.0
785000.0,0,1.0
784000.0,0,0.0
730000.0,0,1.0
710000.0,0,1.0
706000.0,0,1.0
695000.0,0,1.0
695000.0,0,1.0
695000.0,0,1.0
665000.0,0,1.0
665000.0,0,1.0
620000.0,0,1.0
610000.0,0,1.0
610000.0,0,1.0
530000.0,0,1.0
530000.0,0,1.0
520000.0,0,1.0
520000.0,0,1.0
480000.0,0,1.0
480000.0,0,1.0
478000.0,0,1.0
470000.0,0,1.0
470000.0,0,1.0
465000.0,0,1.0
465000.0,0,1.0
465000.0,0,1.0
465000.0,0,1.0
462000.0,0,1.0
445000.0,0,1.0
445000.0,0,1.0
445000.0,0,1.0
445000.0,0,1.0
443000.0,0,1.0
443000.0,0,1.0
430000.0,0,1.0
425000.0,0,1.0
425000.0,0,1.0
10250000.0,1,1.0
10250000.0,1,1.0
10250000.0,1,1.0
10250000.0,1,1.0
10250000.0,1,1.0
1860000.0,0,0.0
1000000.0,0,1.0
1000000.0,0,1.0
988000.0,0,1.0
988000.0,0,1.0
910000.0,1,1.0
910000.0,1,1.0
880000.0,1,1.0
880000.0,1,1.0
835000.0,1,1.0
825000.0,1,1.0
825000.0,0,1.0
810000.0,1,1.0
800000.0,1,1.0
800000.0,1,1.0
750000.0,1,1.0
750000.0,1,0.0
750000.0,1,1.0
748000.0,1,1.0
748000.0,1,1.0
747500.0,1,1.0
747500.0,1,0.0
745000.0,1,1.0
727000.0,1,1.0
725000.0,1,1.0
705000.0,0,1.0
705000.0,0,1.0
700000.0,1,1.0
692000.0,1,1.0
670000.0,1,1.0
665000.0,1,1.0
665000.0,1,1.0
650000.0,0,1.0
618000.0,1,1.0
610000.0,0,1.0
610000.0,1,1.0
610000.0,1,1.0
595000.0,0,1.0
580000.0,0,1.0
575000.0,0,1.0
507500.0,0,1.0
507500.0,0,1.0
505000.0,0,1.0
505000.0,0,1.0
495000.0,1,1.0
495000.0,1,1.0
485000.0,1,1.0
485000.0,1,1.0
485000.0,1,1.0
485000.0,1,1.0
485000.0,1,1.0
485000.0,1,1.0
485000.0,1,1.0
485000.0,1,1.0
480000.0,0,1.0
470000.0,1,1.0
470000.0,1,1.0
469000.0,0,1.0
469000.0,0,1.0
465000.0,1,1.0
465000.0,0,1.0
465000.0,0,1.0
464000.0,0,1.0
463000.0,1,1.0
463000.0,1,1.0
462500.0,1,1.0
458000.0,1,1.0
458000.0,1,1.0
450000.0,1,1.0
450000.0,0,1.0
450000.0,0,1.0
450000.0,0,1.0
445000.0,1,1.0
445000.0,1,1.0
445000.0,0,1.0
430000.0,0,1.0
430000.0,0,1.0
4000000.0,1,1.0
3010000.0,1,0.0
2275000.0,1,0.0
2200050.0,1,1.0
2200000.0,1,1.0
1820000.0,1,0.0
1725000.0,1,1.0
1725000.0,1,1.0
1670000.0,1,0.0
1670000.0,1,1.0
1625000.0,1,1.0
1625000.0,1,1.0
1525000.0,1,1.0
1500000.0,1,1.0
1410000.0,1,0.0
1410000.0,1,1.0
1200000.0,1,1.0
1200000.0,1,1.0
965000.0,1,1.0
850000.0,1,1.0
825000.0,1,1.0
825000.0,1,0.0
795000.0,1,1.0
795000.0,1,0.0
785000.0,1,1.0
770000.0,1,1.0
770000.0,1,1.0
770000.0,1,1.0
770000.0,1,1.0
765000.0,1,1.0
765000.0,1,1.0
759000.0,1,1.0
759000.0,1,1.0
755000.0,1,1.0
745000.0,1,1.0
727500.0,1,1.0
727500.0,1,1.0
705000.0,1,1.0
705000.0,1,1.0
685000.0,1,1.0
685000.0,1,1.0
680000.0,1,1.0
680000.0,1,1.0
639000.0,1,1.0
620000.0,1,1.0
612000.0,1,1.0
605000.0,1,1.0
604000.0,1,1.0
565000.0,1,1.0
560000.0,1,1.0
560000.0,1,1.0
532000.0,1,1.0
525000.0,1,1.0
514000.0,1,1.0
514000.0,1,1.0
512000.0,1,1.0
512000.0,1,1.0
512000.0,1,1.0
512000.0,1,1.0
505000.0,1,1.0
505000.0,1,1.0
500000.0,1,1.0
500000.0,1,1.0
495000.0,1,1.0
495000.0,1,1.0
490000.0,1,1.0
490000.0,1,1.0
490000.0,1,1.0
490000.0,1,1.0
475000.0,1,1.0
465000.0,1,1.0
465000.0,1,1.0
464000.0,1,1.0
455000.0,1,1.0
455000.0,1,1.0
455000.0,1,1.0
435000.0,1,1.0
400000.0,1,1.0
380000.0,1,1.0
380000.0,1,1.0
830000.0,0,1.0
743000.0,0,1.0
730000.0,0,1.0
615000.0,0,1.0
580000.0,0,1.0
560000.0,0,1.0
560000.0,0,1.0
535000.0,0,0.0
505000.0,0,1.0
495000.0,0,0.0
490000.0,0,1.0
485500.0,0,1.0
485000.0,0,1.0
475000.0,0,1.0
468000.0,0,1.0
465000.0,0,1.0
455000.0,0,1.0
450000.0,0,1.0
448000.0,0,1.0
437500.0,0,1.0
430000.0,0,1.0
426000.0,0,1.0
420000.0,0,1.0
420000.0,0,1.0
416000.0,0,1.0
415000.0,0,0.0
415000.0,0,1.0
415000.0,0,1.0
410000.0,0,1.0
410000.0,0,1.0
407500.0,0,1.0
405000.0,0,1.0
405000.0,0,1.0
405000.0,0,1.0
400000.0,0,1.0
392000.0,0,1.0
390000.0,0,1.0
385000.0,0,1.0
382000.0,0,1.0
380000.0,0,1.0
380000.0,0,1.0
377500.0,0,1.0
375000.0,0,1.0
374000.0,0,1.0
373000.0,0,1.0
370000.0,0,1.0
370000.0,0,1.0
355000.0,0,1.0
354000.0,0,1.0
350000.0,0,1.0
349950.0,0,1.0
345000.0,0,1.0
345000.0,0,1.0
345000.0,0,1.0
342500.0,0,1.0
340000.0,0,1.0
335000.0,0,1.0
330000.0,0,1.0
330000.0,0,1.0
328888.0,0,1.0
322500.0,0,1.0
320000.0,0,1.0
320000.0,0,1.0
316500.0,0,1.0
316000.0,0,1.0
315000.0,0,1.0
313500.0,0,1.0
312000.0,0,1.0
311500.0,0,1.0
311000.0,0,1.0
311000.0,0,1.0
310000.0,0,1.0
310000.0,0,1.0
310000.0,0,1.0
307500.0,0,1.0
305000.0,0,1.0
304000.0,0,1.0
300000.0,0,1.0
299000.0,0,1.0
299000.0,0,1.0
295000.0,0,1.0
295000.0,0,1.0
295000.0,0,1.0
292000.0,0,1.0
292000.0,0,1.0
290000.0,0,1.0
287500.0,0,1.0
280000.0,0,1.0
272000.0,0,1.0
265000.0,0,1.0
265000.0,0,1.0
242500.0,0,1.0
1019900.0,1,1.0
945000.0,1,0.0
860000.0,1,1.0
801000.0,1,1.0
775000.0,1,1.0
705000.0,1,1.0
665000.0,0,1.0
654900.0,1,1.0
630000.0,1,1.0
611000.0,1,1.0
605000.0,1,1.0
600000.0,1,1.0
592500.0,1,1.0
577000.0,0,1.0
572000.0,1,0.0
569000.0,0,1.0
558000.0,1,1.0
552500.0,0,1.0
549900.0,1,1.0
540000.0,1,1.0
530100.0,0,1.0
520000.0,1,1.0
505000.0,0,1.0
500000.0,0,1.0
500000.0,1,0.0
494900.0,1,1.0
492500.0,0,1.0
490000.0,1,1.0
490000.0,1,1.0
490000.0,1,1.0
488000.0,1,1.0
480000.0,0,0.0
480000.0,0,1.0
480000.0,1,1.0
479900.0,1,1.0
477000.0,0,1.0
475000.0,1,1.0
475000.0,0,1.0
472000.0,0,0.0
463000.0,0,1.0
460000.0,0,1.0
460000.0,1,1.0
460000.0,1,1.0
458000.0,0,1.0
455000.0,1,1.0
450000.0,0,1.0
449000.0,1,1.0
447500.0,1,1.0
447000.0,1,1.0
445000.0,1,1.0
445000.0,1,1.0
440000.0,0,1.0
440000.0,0,1.0
436000.0,0,1.0
430000.0,0,1.0
430000.0,0,1.0
428000.0,0,1.0
427500.0,1,1.0
426000.0,0,1.0
425000.0,1,1.0
423500.0,1,1.0
422500.0,1,1.0
420000.0,0,1.0
420000.0,1,1.0
420000.0,1,1.0
418000.0,1,1.0
417500.0,1,1.0
415000.0,1,1.0
412000.0,1,1.0
412000.0,0,1.0
410000.0,0,1.0
409000.0,0,1.0
409000.0,0,1.0
405000.0,0,1.0
400000.0,0,1.0
400000.0,0,1.0
400000.0,1,1.0
399000.0,0,1.0
398000.0,0,1.0
395000.0,0,1.0
390000.0,1,1.0
389900.0,0,1.0
385000.0,0,1.0
378000.0,0,1.0
375000.0,1,1.0
372000.0,1,1.0
372000.0,0,1.0
371500.0,1,1.0
366000.0,0,1.0
365000.0,0,1.0
361000.0,0,1.0
355000.0,0,1.0
351000.0,0,1.0
345000.0,0,1.0
340000.0,1,1.0
339000.0,0,1.0
339000.0,1,1.0
335000.0,0,1.0
335000.0,0,1.0
335000.0,1,1.0
333000.0,0,1.0
330000.0,1,1.0
330000.0,1,1.0
330000.0,1,1.0
330000.0,1,1.0
330000.0,0,1.0
328000.0,0,1.0
321000.0,0,1.0
320000.0,0,1.0
320000.0,1,1.0
315000.0,1,1.0
313000.0,1,1.0
312000.0,0,1.0
312000.0,1,1.0
310000.0,0,1.0
310000.0,1,1.0
298000.0,0,1.0
296000.0,0,1.0
294000.0,1,1.0
292000.0,0,1.0
290000.0,0,1.0
285000.0,0,1.0
265000.0,0,1.0
265000.0,1,1.0
265000.0,1,1.0
252000.0,0,1.0
187500.0,1,1.0
1105000.0,1,1.0
990000.0,1,1.0
950000.0,1,1.0
760000.0,1,0.0
730000.0,1,1.0
727800.0,1,1.0
705000.0,1,1.0
702000.0,1,1.0
680000.0,1,1.0
667000.0,1,0.0
655000.0,1,1.0
650000.0,1,1.0
635000.0,1,1.0
630000.0,1,1.0
622000.0,1,1.0
620000.0,1,1.0
620000.0,1,1.0
600000.0,1,1.0
600000.0,1,1.0
595000.0,1,1.0
595000.0,1,1.0
585000.0,1,1.0
581000.0,1,1.0
575000.0,1,1.0
563000.0,1,1.0
561900.0,1,1.0
559900.0,1,1.0
541900.0,1,1.0
540000.0,1,1.0
533000.0,1,1.0
520000.0,1,1.0
510000.0,1,1.0
510000.0,1,1.0
502000.0,1,1.0
492000.0,1,1.0
490000.0,1,1.0
489000.0,1,1.0
486000.0,1,1.0
477900.0,1,1.0
475000.0,1,1.0
475000.0,1,1.0
469000.0,1,1.0
459000.0,1,1.0
447000.0,1,1.0
445000.0,1,1.0
445000.0,1,1.0
440000.0,1,1.0
440000.0,1,1.0
439900.0,1,1.0
435000.0,1,1.0
430000.0,1,1.0
427500.0,1,1.0
427000.0,1,1.0
414900.0,1,1.0
414900.0,1,1.0
409900.0,1,1.0
405900.0,1,1.0
