suburb,year,address,bedrooms,contract date,price,block size,source,purpose
Braddon,2020,6/21 Ijong Street,–,25/06/2020,"$460,000",2627m2,Government Record,Multiple unit dwelling
Braddon,2020,117/86 Northbourne Avenue,–,17/06/2020,"$460,000",4181m2,Government Record,Multiple unit dwelling
Braddon,2020,6/16 Wakefield Avenue,–,08/04/2020,"$460,000",5900m2,Government Record,Multiple unit dwelling
Braddon,2020,104/15-17 Dooring Street *,2,08/04/2020,"$460,000",0m2,Allhomes Record,–
Braddon,2020,3/32 Mort Street,–,05/06/2020,"$460,000",1537m2,Government Record,Multiple unit dwelling
Braddon,2020,6/32 Mort Street,–,26/02/2020,"$460,000",1537m2,Government Record,Multiple unit dwelling
Braddon,2020,610/86-88 Northbourne Avenue *,2,17/06/2020,"$460,000",0m2,Allhomes Record,–
Braddon,2020,157/1 Elouera Street,–,03/04/2020,"$459,900",289m2,Government Record,Multiple unit dwelling
Braddon,2020,215/1 Elouera Street,–,26/02/2020,"$459,900",289m2,Government Record,Multiple unit dwelling
Braddon,2020,33/32 Mort Street,–,10/11/2020,"$459,000",1537m2,Government Record,Multiple unit dwelling
Braddon,2020,1 Elouera Street *,1,07/09/2020,"$455,900",–,Allhomes Record,–
Braddon,2020,204/43 Currong Street North,–,06/07/2020,"$455,000",9708m2,Government Record,Multiple unit dwelling
Braddon,2020,10/47 Currong Street North *,1,06/07/2020,"$455,000",0m2,Allhomes Record,–
Braddon,2020,11/32 Torrens Street,–,02/09/2020,"$453,000",5922m2,Government Record,Multiple unit dwelling
Braddon,2020,219/22 Lonsdale Street *,1,02/06/2020,"$451,250",0m2,Allhomes Record,–
Braddon,2020,44/32 Torrens Street,–,17/02/2020,"$450,000",5922m2,Government Record,Multiple unit dwelling
Braddon,2020,39/40 Mort Street,–,19/11/2020,"$450,000",1533m2,Government Record,Multiple unit dwelling
Braddon,2020,44/28 Torrens Street *,2,17/02/2020,"$450,000",5922m2,Allhomes Record,–
Braddon,2020,5/50 Lowanna Street,1,19/11/2020,"$450,000",2118m2,Combined Record,Multiple unit dwelling
Braddon,2020,12/21 Ijong Street,–,25/09/2020,"$449,388",2627m2,Government Record,Multiple unit dwelling
Braddon,2020,305/17 Dooring Street *,2,23/01/2020,"$447,500",0m2,Allhomes Record,–
Braddon,2020,59/16 Wakefield Avenue,–,23/01/2020,"$447,500",5900m2,Government Record,Multiple unit dwelling
Braddon,2020,17/50 Lowanna Street,1,03/03/2020,"$446,000",2118m2,Combined Record,Multiple unit dwelling
Braddon,2020,67/32 Mort Street,–,17/07/2020,"$445,000",1537m2,Government Record,Multiple unit dwelling
Braddon,2020,170/106 Northbourne Avenue,–,20/11/2020,"$443,460",2090m2,Government Record,Multiple unit dwelling
Braddon,2020,21/32 Mort Street,–,24/07/2020,"$442,000",1537m2,Government Record,Multiple unit dwelling
Braddon,2020,308/32 Mort Street *,1,21/07/2020,"$442,000",0m2,Allhomes Record,–
Braddon,2020,11/35 Torrens Street *,1,18/08/2020,"$440,000",0m2,Allhomes Record,–
Braddon,2020,704/53 Mort Street *,1,23/03/2020,"$440,000",0m2,Allhomes Record,–
Braddon,2020,24/21 Ijong Street,–,17/08/2020,"$440,000",2627m2,Government Record,Multiple unit dwelling
Braddon,2020,126/106 Northbourne Avenue,–,23/03/2020,"$440,000",2090m2,Government Record,Multiple unit dwelling
Braddon,2020,11/35 Torrens Street,–,04/09/2020,"$440,000",2299m2,Government Record,Multiple unit dwelling
Braddon,2020,101/1 Elouera Street,–,05/02/2020,"$439,900",289m2,Government Record,Multiple unit dwelling
Braddon,2020,59 Currong Street *,1,01/05/2020,"$439,000",–,Allhomes Record,–
Braddon,2020,8/25 Fawkner Street,2,30/04/2020,"$438,000",4181m2,Combined Record,Multiple unit dwelling
Braddon,2020,225/1 Elouera Street,–,17/03/2020,"$437,000",289m2,Government Record,Multiple unit dwelling
Braddon,2020,208/43 Currong Street North,–,08/07/2020,"$435,000",9708m2,Government Record,Multiple unit dwelling
Braddon,2020,196/1 Elouera Street,–,07/09/2020,"$435,000",289m2,Government Record,Multiple unit dwelling
Braddon,2020,66/32 Mort Street,–,03/06/2020,"$435,000",1537m2,Government Record,Multiple unit dwelling
Braddon,2020,7/63 Ijong Street,–,16/03/2020,"$435,000",857m2,Government Record,Multiple unit dwelling
Braddon,2020,249/43 Currong Street North,–,25/02/2020,"$434,000",9708m2,Government Record,Multiple unit dwelling
Braddon,2020,39/106 Northbourne Avenue,–,01/05/2020,"$430,000",2090m2,Government Record,Multiple unit dwelling
Braddon,2020,129/16 Wakefield Avenue,–,19/02/2020,"$430,000",5900m2,Government Record,Multiple unit dwelling
Braddon,2020,704/17 Dooring Street *,2,19/02/2020,"$430,000",0m2,Allhomes Record,–
Braddon,2020,25/35 Torrens Street,1,07/01/2020,"$430,000",2299m2,Combined Record,Multiple unit dwelling
Braddon,2020,24/32 Torrens Street,–,03/03/2020,"$430,000",5922m2,Government Record,Multiple unit dwelling
Braddon,2020,604/102 Northbourne Avenue *,1,14/02/2020,"$430,000",0m2,Allhomes Record,–
Braddon,2020,20/38 Mort Street,1,15/09/2020,"$430,000",1533m2,Combined Record,Multiple unit dwelling
Braddon,2020,24/28 Torrens Street *,2,31/03/2020,"$430,000",0m2,Allhomes Record,–
Braddon,2020,293/43 Currong Street North,–,19/02/2020,"$430,000",9708m2,Government Record,Multiple unit dwelling
Braddon,2020,506/104 Northbourne Avenue *,1,15/01/2020,"$430,000",2090m2,Allhomes Record,–
Braddon,2020,140/106 Northbourne Avenue,–,26/06/2020,"$430,000",2090m2,Government Record,Multiple unit dwelling
Braddon,2020,502/102 Northbourne Avenue *,1,01/05/2020,"$430,000",2090m2,Allhomes Record,–
Braddon,2020,28/106 Northbourne Avenue,–,17/02/2020,"$430,000",2090m2,Government Record,Multiple unit dwelling
Braddon,2020,50/106 Northbourne Avenue,–,30/01/2020,"$430,000",2090m2,Government Record,Multiple unit dwelling
Braddon,2020,413/43 Currong Street North *,1,19/02/2020,"$430,000",0m2,Allhomes Record,–
Braddon,2020,52/74 Northbourne Avenue,–,09/12/2020,"$428,000",4172m2,Government Record,Multiple unit dwelling
Braddon,2020,223/74 Northbourne Avenue *,2,09/12/2020,"$428,000",0m2,Allhomes Record,–
Braddon,2020,27/38 Mort Street,1,17/04/2020,"$426,000",1533m2,Combined Record,Multiple unit dwelling
Braddon,2020,55/43 Currong Street North,–,10/07/2020,"$425,000",9708m2,Government Record,Multiple unit dwelling
Braddon,2020,91/106 Northbourne Avenue,–,23/07/2020,"$425,000",2090m2,Government Record,Multiple unit dwelling
Braddon,2020,55/65 Ainslie Avenue,1,14/02/2020,"$425,000",4645m2,Combined Record,Multiple unit dwelling
Braddon,2020,526/22 Northbourne Avenue *,1,17/01/2020,"$424,900",–,Allhomes Record,–
Braddon,2020,6/42 Henty Street,–,26/10/2020,"$423,000",1059m2,Government Record,Multiple unit dwelling
Braddon,2020,2/57 Torrens Street,–,11/11/2020,"$422,800",1528m2,Government Record,Multiple unit dwelling
Braddon,2020,225/43 Currong Street North,–,14/01/2020,"$420,000",9708m2,Government Record,Multiple unit dwelling
Braddon,2020,197/106 Northbourne Avenue,–,20/03/2020,"$420,000",2090m2,Government Record,Multiple unit dwelling
Braddon,2020,11/43 Currong Street North,–,19/06/2020,"$420,000",9708m2,Government Record,Multiple unit dwelling
Braddon,2020,1/63 Ijong Street,–,23/06/2020,"$420,000",857m2,Government Record,Multiple unit dwelling
Braddon,2020,105/106 Northbourne Avenue,–,06/08/2020,"$420,000",2090m2,Government Record,Multiple unit dwelling
Braddon,2020,101/104 Northbourne Avenue *,1,06/08/2020,"$420,000",0m2,Allhomes Record,–
Braddon,2020,1/7 Lowanna Street *,1,23/06/2020,"$420,000",0m2,Allhomes Record,–
Braddon,2020,4/25 Fawkner Street,–,14/09/2020,"$420,000",4181m2,Government Record,Multiple unit dwelling
Braddon,2020,501/92 Northbourne Avenue *,1,17/01/2020,"$419,900",2090m2,Allhomes Record,–
Braddon,2020,105/53 Mort Street *,1,25/08/2020,"$417,800",0m2,Allhomes Record,–
Braddon,2020,219/106 Northbourne Avenue,–,25/08/2020,"$417,800",2090m2,Government Record,Multiple unit dwelling
Braddon,2020,303/17 Dooring Street *,2,06/02/2020,"$415,000",0m2,Allhomes Record,–
Braddon,2020,101/102 Northbourne Avenue *,1,22/05/2020,"$415,000",0m2,Allhomes Record,–
Braddon,2020,118/106 Northbourne Avenue,–,22/06/2020,"$415,000",2090m2,Government Record,Multiple unit dwelling
Braddon,2020,108/106 Northbourne Avenue,–,21/05/2020,"$415,000",2090m2,Government Record,Multiple unit dwelling
Braddon,2020,57/16 Wakefield Avenue,–,06/02/2020,"$415,000",5900m2,Government Record,Multiple unit dwelling
Braddon,2020,3/63A Torrens Street,1,07/02/2020,"$415,000",1533m2,Combined Record,Multiple unit dwelling
Braddon,2020,52/25 Fawkner Street,–,07/04/2020,"$413,000",4181m2,Government Record,Multiple unit dwelling
Braddon,2020,52/19-25 Fawkner Street *,1,21/04/2020,"$413,000",0m2,Allhomes Record,–
Braddon,2020,22/40 Mort Street,1,29/06/2020,"$410,000",1533m2,Combined Record,Multiple unit dwelling
Braddon,2020,40/1 Elouera Street,–,21/07/2020,"$410,000",289m2,Government Record,Multiple unit dwelling
Braddon,2020,202/104 Northbourne Avenue *,1,17/01/2020,"$410,000",0m2,Allhomes Record,–
Braddon,2020,89/106 Northbourne Avenue,–,17/01/2020,"$410,000",2090m2,Government Record,Multiple unit dwelling
Braddon,2020,26/24 Girrahween Street,–,10/12/2020,"$406,000",2299m2,Government Record,Multiple unit dwelling
Braddon,2020,112/1 Elouera Street *,1,04/03/2020,"$405,000",2090m2,Allhomes Record,–
Braddon,2020,33/40 Mort Street,–,16/01/2020,"$405,000",1533m2,Government Record,Multiple unit dwelling
Braddon,2020,37/25 Fawkner Street,–,25/09/2020,"$405,000",4181m2,Government Record,Multiple unit dwelling
Braddon,2020,51/24 Girrahween Street,–,06/11/2020,"$400,000",2299m2,Government Record,Multiple unit dwelling
Braddon,2020,64/1 Elouera Street,–,13/01/2020,"$399,900",289m2,Government Record,Multiple unit dwelling
Braddon,2020,313/1 Elouera Street *,1,23/01/2020,"$399,900",–,Allhomes Record,–
Braddon,2020,30/30 Lonsdale Street,1,24/08/2020,"$399,000",2508m2,Combined Record,Multiple unit dwelling
Braddon,2020,Currong Street *,1,16/07/2020,"$395,000",–,Allhomes Record,–
Braddon,2020,8/11 Fawkner Street,2,16/06/2020,"$395,000",5226m2,Combined Record,Multiple unit dwelling
Braddon,2020,3/11 Fawkner Street,2,09/06/2020,"$395,000",5226m2,Combined Record,Multiple unit dwelling
Braddon,2020,45/38 Mort Street,–,05/02/2020,"$392,000",1533m2,Government Record,Multiple unit dwelling
Braddon,2020,13/28 Mort Street,–,03/11/2020,"$390,000",1533m2,Government Record,Multiple unit dwelling
Braddon,2020,4/7 Coolac Place,–,27/10/2020,"$390,000",2303m2,Government Record,Multiple unit dwelling
Braddon,2020,10/30 Ijong Street,1,23/03/2020,"$390,000",3735m2,Combined Record,Multiple unit dwelling
Braddon,2020,36/28 Mort Street,1,17/12/2020,"$390,000",1533m2,Combined Record,Multiple unit dwelling
Braddon,2020,77/1 Elouera Street,–,31/03/2020,"$390,000",289m2,Government Record,Multiple unit dwelling
Braddon,2020,1/28 Mort Street,1,28/07/2020,"$390,000",1533m2,Combined Record,Multiple unit dwelling
Braddon,2020,46/43 Currong Street North,–,20/01/2020,"$389,000",9708m2,Government Record,Multiple unit dwelling
Braddon,2020,38/28 Mort Street,1,22/09/2020,"$385,000",1533m2,Combined Record,Multiple unit dwelling
Braddon,2020,25/28 Mort Street,1,21/02/2020,"$385,000",1533m2,Combined Record,Multiple unit dwelling
Braddon,2020,9/16 Wakefield Avenue,–,03/12/2020,"$382,000",5900m2,Government Record,Multiple unit dwelling
Braddon,2020,16/59 Lowanna Street *,1,05/05/2020,"$380,000",0m2,Allhomes Record,–
Braddon,2020,27/17 Helemon Street,1,14/07/2020,"$380,000",3104m2,Combined Record,Multiple unit dwelling
Braddon,2020,16/57 Lowanna Street,–,16/04/2020,"$380,000",2181m2,Government Record,Multiple unit dwelling
Braddon,2020,9/123 Lowanna Street,1,13/01/2020,"$375,500",1751m2,Combined Record,Multiple unit dwelling
Braddon,2020,142/10 Ipima Street *,1,20/04/2020,"$375,000",0m2,Allhomes Record,–
Braddon,2020,39/38 Torrens Street,–,26/11/2020,"$375,000",6271m2,Government Record,Multiple unit dwelling
Braddon,2020,17/107 Limestone Avenue,–,25/02/2020,"$375,000",2304m2,Government Record,Multiple unit dwelling
Braddon,2020,142/160 Northbourne Avenue,–,20/04/2020,"$375,000",4624m2,Government Record,Multiple unit dwelling
Braddon,2020,17/43 Ipima Street *,1,25/02/2020,"$375,000",0m2,Allhomes Record,–
Braddon,2020,39/40 Torrens Street *,1,26/11/2020,"$375,000",0m2,Allhomes Record,–
Braddon,2020,106/86 Northbourne Avenue,–,02/11/2020,"$372,000",4181m2,Government Record,Multiple unit dwelling
Braddon,2020,128/160 Northbourne Avenue,–,24/09/2020,"$370,000",4624m2,Government Record,Multiple unit dwelling
Braddon,2020,128/3-10 Ipima Street *,1,24/09/2020,"$370,000",0m2,Allhomes Record,–
Braddon,2020,20/80 Henty Street,1,19/03/2020,"$370,000",2627m2,Combined Record,Multiple unit dwelling
Braddon,2020,26/60 Henty Street,1,28/08/2020,"$368,000",3359m2,Combined Record,Multiple unit dwelling
Braddon,2020,36/16 Wakefield Avenue,–,24/03/2020,"$365,000",5900m2,Government Record,Multiple unit dwelling
Braddon,2020,5/32 Ipima Street,–,04/05/2020,"$362,500",1375m2,Government Record,Multiple unit dwelling
Braddon,2020,705/74 Northbourne Avenue *,1,12/10/2020,"$362,000",0m2,Allhomes Record,–
Braddon,2020,706/86-88 Northbourne Avenue *,1,04/06/2020,"$360,000",0m2,Allhomes Record,–
Braddon,2020,131/86 Northbourne Avenue,–,04/06/2020,"$360,000",4181m2,Government Record,Multiple unit dwelling
Braddon,2020,57/74 Northbourne Avenue,–,14/02/2020,"$360,000",4172m2,Government Record,Multiple unit dwelling
Braddon,2020,304/74 Northbourne Avenue *,1,14/02/2020,"$360,000",0m2,Allhomes Record,–
Braddon,2020,142/24 Lonsdale Street,–,03/03/2020,"$360,000",5012m2,Government Record,Multiple unit dwelling
Braddon,2020,127/86 Northbourne Avenue,–,31/07/2020,"$360,000",4181m2,Government Record,Multiple unit dwelling
Braddon,2020,94/86 Northbourne Avenue,–,28/08/2020,"$360,000",4181m2,Government Record,Multiple unit dwelling
Braddon,2020,702/88 Northbourne Avenue *,1,31/07/2020,"$360,000",0m2,Allhomes Record,–
Braddon,2020,100/160 Northbourne Avenue,–,11/02/2020,"$355,000",4624m2,Government Record,Multiple unit dwelling
Braddon,2020,100/10 Ipima Street *,1,11/02/2020,"$355,000",0m2,Allhomes Record,–
Braddon,2020,145/10 Ipima Street *,1,07/08/2020,"$353,500",0m2,Allhomes Record,–
Braddon,2020,145/160 Northbourne Avenue,–,07/08/2020,"$353,500",4624m2,Government Record,Multiple unit dwelling
Braddon,2020,153/16 Wakefield Avenue,–,10/02/2020,"$349,000",5900m2,Government Record,Multiple unit dwelling
Braddon,2020,815/17 Dooring Street *,1,10/02/2020,"$349,000",0m2,Allhomes Record,–
Braddon,2020,132/16 Wakefield Avenue,–,11/02/2020,"$345,500",5900m2,Government Record,Multiple unit dwelling
Braddon,2020,707/17 Dooring Street *,1,11/02/2020,"$345,500",0m2,Allhomes Record,–
Braddon,2020,12/43 Ijong Street,1,16/10/2020,"$345,000",3502m2,Combined Record,Multiple unit dwelling
Braddon,2020,149/16 Wakefield Avenue,–,29/01/2020,"$341,000",5900m2,Government Record,Multiple unit dwelling
Braddon,2020,809/17 Dooring Street *,1,30/01/2020,"$341,000",0m2,Allhomes Record,–
Braddon,2020,911/17 Dooring Street *,1,09/09/2020,"$340,000",5900m2,Allhomes Record,–
Braddon,2020,166/16 Wakefield Avenue,–,08/09/2020,"$340,000",5900m2,Government Record,Multiple unit dwelling
Braddon,2020,7/3 Fawkner Street,–,07/11/2020,"$340,000",1045m2,Government Record,Multiple unit dwelling
Braddon,2020,217/17 Dooring Street *,1,06/11/2020,"$339,000",–,Allhomes Record,–
Braddon,2020,415/17 Dooring Street *,1,19/02/2020,"$335,000",0m2,Allhomes Record,–
Braddon,2020,32/43 Ijong Street,–,16/10/2020,"$335,000",3502m2,Government Record,Multiple unit dwelling
Braddon,2020,93/16 Wakefield Avenue,–,21/02/2020,"$335,000",5900m2,Government Record,Multiple unit dwelling
Braddon,2020,2/34 Torrens Street,1,03/07/2020,"$335,000",1045m2,Combined Record,Multiple unit dwelling
Braddon,2020,43/16 Wakefield Avenue,–,06/11/2020,"$329,000",5900m2,Government Record,Multiple unit dwelling
Braddon,2020,317/22 Lonsdale Street *,1,24/02/2020,"$325,000",0m2,Allhomes Record,–
Braddon,2020,69/24 Lonsdale Street,–,24/02/2020,"$325,000",5012m2,Government Record,Multiple unit dwelling
Braddon,2020,824/74 Northbourne Avenue *,1,06/07/2020,"$325,000",4172m2,Allhomes Record,–
Braddon,2020,169/16 Wakefield Avenue,–,20/05/2020,"$325,000",5900m2,Government Record,Multiple unit dwelling
Braddon,2020,197/74 Northbourne Avenue,–,06/07/2020,"$325,000",4172m2,Government Record,Multiple unit dwelling
Braddon,2020,59/43 Currong Street North,–,18/02/2020,"$320,000",9708m2,Government Record,Multiple unit dwelling
Braddon,2020,717/17 Dooring Street *,1,02/03/2020,"$315,000",5900m2,Allhomes Record,–
Braddon,2020,140/16 Wakefield Avenue,–,02/03/2020,"$315,000",5900m2,Government Record,Multiple unit dwelling
Braddon,2020,817/17 Dooring Street *,1,18/05/2020,"$312,500",0m2,Allhomes Record,–
Braddon,2020,155/16 Wakefield Avenue,–,18/05/2020,"$312,500",5900m2,Government Record,Multiple unit dwelling
Braddon,2020,92 Northbourne Avenue *,–,01/06/2020,"$300,000",–,Allhomes Record,–
Braddon,2020,35/16 Wakefield Avenue,–,24/01/2020,"$295,000",5900m2,Government Record,Multiple unit dwelling
Braddon,2020,209/17 Dooring Street *,1,24/01/2020,"$295,000",5900m2,Allhomes Record,–
Braddon,2020,141/7 Donaldson Street,–,09/09/2020,"$264,000",8207m2,Government Record,Multiple unit dwelling
Braddon,2020,59/32 Mort Street,–,03/06/2020,"$250,000",1537m2,Government Record,Multiple unit dwelling
Braddon,2020,56/40 Mort Street,–,17/08/2020,"$220,000",1533m2,Government Record,Multiple unit dwelling
Braddon,2020,72/10 Lonsdale Street,–,30/06/2020,"$200,000",1254m2,Government Record,Multiple unit dwelling
Braddon,2020,7/14 Lonsdale Street,–,01/12/2020,"$195,000",1254m2,Government Record,"Office,professional suite"
Braddon,2020,28/84 Northbourne Avenue,–,23/04/2020,"$195,000",2151m2,Government Record,Multiple unit dwelling
Braddon,2020,23/1 Elouera Street,–,13/11/2020,"$191,666",5827m2,Government Record,Office
Braddon,2020,Bs9592 *,–,17/11/2020,"$100,000",–,Allhomes Record,–
Braddon,2020,2/6 Farrer Street,–,11/10/2020,$0,1677m2,Government Record,Multiple unit dwelling
Braddon,2020,1/34A Farrer Street,–,05/08/2020,$0,1459m2,Government Record,Multiple unit dwelling
Braddon,2020,37/25 Fawkner Street,–,21/03/2020,$0,4181m2,Government Record,Multiple unit dwelling
Braddon,2020,5/24 Girrahween Street,–,02/03/2020,$0,2299m2,Government Record,Multiple unit dwelling
Braddon,2020,13 Ipima Street,–,26/11/2020,$0,553m2,Government Record,Single residential dwelling
Braddon,2021,55/40 Mort Street,–,22/06/2021,"$2,340,000",1533m2,Combined Record,Multiple unit dwelling
Braddon,2021,129/5 Donaldson Street *,4,19/07/2021,"$1,690,000",0m2,Allhomes Record,–
Braddon,2021,83 Torrens Street *,3,09/05/2021,"$1,600,000",–,Allhomes Record,–
Braddon,2021,130/7 Donaldson Street,–,20/01/2021,"$1,430,000",8207m2,Government Record,Multiple unit dwelling
Braddon,2021,68/7 Donaldson Street,–,16/04/2021,"$1,360,000",8207m2,Government Record,Multiple unit dwelling
Braddon,2021,7 Donaldson Street *,3,16/04/2021,"$1,360,000",–,Allhomes Record,–
Braddon,2021,7 Donaldson Street *,3,25/06/2021,"$1,350,000",–,Allhomes Record,–
Braddon,2021,13 Ipima Street,5,19/06/2021,"$1,350,000",553m2,Combined Record,Single residential dwelling
Braddon,2021,57/7 Donaldson Street,–,25/06/2021,"$1,350,000",8207m2,Government Record,Multiple unit dwelling
Braddon,2021,48/16 Lonsdale Street,–,19/05/2021,"$1,325,000",1254m2,Government Record,Multiple unit dwelling
Braddon,2021,126/7 Donaldson Street,–,14/05/2021,"$1,305,000",8207m2,Government Record,Multiple unit dwelling
Braddon,2021,47/16 Lonsdale Street,–,07/05/2021,"$1,300,000",1254m2,Government Record,Multiple unit dwelling
Braddon,2021,124/7 Donaldson Street,–,27/04/2021,"$1,297,500",8207m2,Government Record,Multiple unit dwelling
Braddon,2021,7 Donaldson Street *,3,27/09/2021,"$1,290,000",–,Allhomes Record,–
Braddon,2021,13/7 Donaldson Street,–,26/08/2021,"$1,260,000",8207m2,Government Record,Multiple unit dwelling
Braddon,2021,*,3,02/04/2021,"$1,250,000",–,Allhomes Record,–
Braddon,2021,1/31 Batman Street,0,10/02/2021,"$1,203,000",1041m2,Combined Record,Multiple unit dwelling
Braddon,2021,130/24 Lonsdale Street,–,10/05/2021,"$1,180,000",5012m2,Government Record,Multiple unit dwelling
Braddon,2021,129/24 Lonsdale Street,–,10/05/2021,"$1,175,000",5012m2,Government Record,Multiple unit dwelling
Braddon,2021,7 Donaldson Street *,3,17/03/2021,"$1,140,000",–,Allhomes Record,–
Braddon,2021,1/7 Donaldson Street,–,01/04/2021,"$1,140,000",8207m2,Government Record,Multiple unit dwelling
Braddon,2021,3/19 Wise Street,–,17/04/2021,"$1,140,000",1318m2,Government Record,Multiple unit dwelling
Braddon,2021,28/24 Lonsdale Street,–,07/07/2021,"$1,110,000",5012m2,Government Record,Multiple unit dwelling
Braddon,2021,U8/32 Mort Street *,–,19/04/2021,"$1,100,000",1533m2,Allhomes Record,–
Braddon,2021,131/7 Donaldson Street,–,01/02/2021,"$1,095,000",8207m2,Government Record,Multiple unit dwelling
Braddon,2021,222/27 Lonsdale Street *,3,25/03/2021,"$1,065,000",0m2,Allhomes Record,–
Braddon,2021,14/70 Henty Street,3,09/02/2021,"$1,020,000",2627m2,Combined Record,Multiple unit dwelling
Braddon,2021,18/53 Elimatta Street,3,24/06/2021,"$1,015,000",4645m2,Combined Record,Multiple unit dwelling
Braddon,2021,522/27 Lonsdale Street *,2,30/04/2021,"$1,012,500",0m2,Allhomes Record,–
Braddon,2021,114/27 Lonsdale Street,–,30/04/2021,"$1,012,500",3763m2,Government Record,Multiple unit dwelling
Braddon,2021,108/27 Lonsdale Street,–,03/02/2021,"$1,005,000",3763m2,Government Record,Multiple unit dwelling
Braddon,2021,516/27 Lonsdale Street *,3,03/02/2021,"$1,005,000",0m2,Allhomes Record,–
Braddon,2021,3/70 Henty Street,3,29/07/2021,"$1,005,000",2627m2,Combined Record,Multiple unit dwelling
Braddon,2021,48/40 Mort Street,–,10/04/2021,"$987,061",1533m2,Government Record,Multiple unit dwelling
Braddon,2021,64/32 Mort Street,–,30/03/2021,"$980,000",1537m2,Government Record,Multiple unit dwelling
Braddon,2021,236/106 Northbourne Avenue,–,01/07/2021,"$980,000",2090m2,Government Record,Multiple unit dwelling
Braddon,2021,18/70 Henty Street,3,15/06/2021,"$970,000",2627m2,Combined Record,Multiple unit dwelling
Braddon,2021,11/70 Henty Street,3,16/03/2021,"$960,000",2627m2,Combined Record,Multiple unit dwelling
Braddon,2021,3/53 Elimatta Street,–,28/07/2021,"$950,000",4645m2,Government Record,Multiple unit dwelling
Braddon,2021,63/28 Torrens Street *,3,29/05/2021,"$940,000",0m2,Allhomes Record,–
Braddon,2021,63/32 Torrens Street,–,29/05/2021,"$940,000",5922m2,Government Record,Multiple unit dwelling
Braddon,2021,104/27 Lonsdale Street,–,19/02/2021,"$938,000",3763m2,Government Record,Multiple unit dwelling
Braddon,2021,5/22C Wakefield Avenue,–,25/05/2021,"$930,000",3335m2,Government Record,Multiple unit dwelling
Braddon,2021,52/16 Lonsdale Street,–,19/05/2021,"$925,100",1254m2,Government Record,Multiple unit dwelling
Braddon,2021,8/28A Dooring Street *,3,19/04/2021,"$925,000",0m2,Allhomes Record,–
Braddon,2021,8/22C Wakefield Avenue,–,19/04/2021,"$925,000",3335m2,Government Record,Multiple unit dwelling
Braddon,2021,99/27 Lonsdale Street,–,12/05/2021,"$916,000",3763m2,Government Record,Multiple unit dwelling
Braddon,2021,4/22C Wakefield Avenue,–,06/05/2021,"$915,000",3335m2,Government Record,Multiple unit dwelling
Braddon,2021,60/35 Torrens Street,–,30/06/2021,"$914,650",2299m2,Government Record,Multiple unit dwelling
Braddon,2021,16/37 Ipima Street,–,20/03/2021,"$905,000",5288m2,Government Record,Multiple unit dwelling
Braddon,2021,Currong Street *,3,12/08/2021,"$902,400",–,Allhomes Record,–
Braddon,2021,702/2 Batman Street *,2,19/08/2021,"$900,000",0m2,Allhomes Record,–
Braddon,2021,1/38 Mort Street,3,17/04/2021,"$900,000",1533m2,Combined Record,Multiple unit dwelling
Braddon,2021,23/62 Henty Street,–,19/06/2021,"$900,000",6129m2,Government Record,Multiple unit dwelling
Braddon,2021,*,3,04/03/2021,"$899,000",–,Allhomes Record,–
Braddon,2021,4/37 Ipima Street,4,06/04/2021,"$890,000",5288m2,Combined Record,Multiple unit dwelling
Braddon,2021,7/37 Ipima Street,–,12/05/2021,"$890,000",5288m2,Government Record,Multiple unit dwelling
Braddon,2021,10 Dooring Street *,3,24/04/2021,"$880,000",0m2,Allhomes Record,–
Braddon,2021,18/37 Ipima Street,3,13/01/2021,"$870,000",5288m2,Combined Record,Multiple unit dwelling
Braddon,2021,45/32 Mort Street,–,17/03/2021,"$860,000",1537m2,Government Record,Multiple unit dwelling
Braddon,2021,127/35 Mort Street *,–,20/01/2021,"$855,000",0m2,Allhomes Record,–
Braddon,2021,196/43 Currong Street North,–,24/02/2021,"$850,000",9708m2,Government Record,Multiple unit dwelling
Braddon,2021,7/32 Gooreen Street,–,18/01/2021,"$845,000",3200m2,Government Record,Multiple unit dwelling
Braddon,2021,45/16 Lonsdale Street,–,30/06/2021,"$839,900",1254m2,Government Record,Multiple unit dwelling
Braddon,2021,92/7 Donaldson Street,–,07/06/2021,"$835,000",8207m2,Government Record,Multiple unit dwelling
Braddon,2021,92/2 Torrens Street *,2,21/04/2021,"$835,000",0m2,Allhomes Record,–
Braddon,2021,Currong Street *,3,03/08/2021,"$820,000",–,Allhomes Record,–
Braddon,2021,108/7 Donaldson Street,–,26/05/2021,"$805,000",8207m2,Government Record,Multiple unit dwelling
Braddon,2021,7 Donaldson Street *,2,05/05/2021,"$800,000",–,Allhomes Record,–
Braddon,2021,109/7 Donaldson Street,–,21/07/2021,"$800,000",8207m2,Government Record,Multiple unit dwelling
Braddon,2021,133/7 Donaldson Street,–,21/04/2021,"$800,000",8207m2,Government Record,Multiple unit dwelling
Braddon,2021,2/6 Farrer Street,–,22/02/2021,"$800,000",1677m2,Government Record,Multiple unit dwelling
Braddon,2021,29/16 Lonsdale Street,–,19/02/2021,"$799,900",1254m2,Government Record,Multiple unit dwelling
Braddon,2021,137/7 Donaldson Street,–,14/04/2021,"$790,000",8207m2,Government Record,Multiple unit dwelling
Braddon,2021,135/7 Donaldson Street,–,11/02/2021,"$785,000",8207m2,Government Record,Multiple unit dwelling
Braddon,2021,60/7 Donaldson Street,–,12/02/2021,"$780,500",8207m2,Government Record,Multiple unit dwelling
