site,street,suburb,state,date,arrival,departure,contact,lng,lat,geometry,time
BP Jamison,Corner Redfern Street and Bowman Street,Macquarie,ACT,2021-09-25,17:40:00,18:30:00,monitor,149.0732186,-35.2531064,POINT (149.0732186 -35.2531064),0.0
Breizh Cafe,15 Edgar Street,Ainslie,ACT,2021-09-25,11:50:00,12:35:00,casual,149.1452012,-35.2617066,POINT (149.1452012 -35.2617066),0.0
BWS Cooleman Court,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-09-25,12:25:00,13:00:00,monitor,149.0524619,-35.3412371,POINT (149.0524619 -35.3412371),0.0
Chisholm takeaway,"Chisholm Village Shopping Centre, 42 Halley Street",Chisholm,ACT,2021-09-25,11:55:00,12:50:00,casual,149.1288408,-35.414108,POINT (149.1288408 -35.414108),0.0
Coffee Guru Cooleman Court,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-09-25,12:30:00,13:10:00,monitor,149.05282,-35.34125,POINT (149.05282 -35.34125),0.0
Coles Express Tuggeranong,149-165 Soward Way,Greenway,ACT,2021-09-25,04:20:00,05:00:00,monitor,149.0689976,-35.4186333,POINT (149.0689976 -35.4186333),0.0
Coles Jamison,"Jamison Plaza, Bowman Street",Macquarie,ACT,2021-09-25,19:30:00,20:20:00,casual,149.0713348,-35.2528076,POINT (149.0713348 -35.2528076),0.0
Coles Wanniassa,12 Sangster Place,Wanniassa,ACT,2021-09-25,16:55:00,18:00:00,casual,149.0854722,-35.3912889,POINT (149.0854722 -35.3912889),1.0
Dockside Eatery Dessert Bar,13/81 Giles Street,Kingston,ACT,2021-09-25,11:20:00,12:00:00,monitor,149.14727,-35.313527,POINT (149.14727 -35.313527),0.0
Florey Bakery,38 Kesteven Street,Florey,ACT,2021-09-25,12:40:00,13:20:00,monitor,149.0547508,-35.226524,POINT (149.0547508 -35.226524),0.0
Grill'd Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-09-25,19:50:00,23:00:00,casual,149.0634587,-35.2380489,POINT (149.0634587 -35.2380489),3.0
Hungry Jacks Belconnen,108 Emu Bank,Belconnen,ACT,2021-09-25,11:00:00,11:40:00,monitor,149.0703854,-35.2363112,POINT (149.0703854 -35.2363112),0.0
IGA Ngunnawal Platypus,4 Riley Close,Ngunnawal,ACT,2021-09-25,14:30:00,15:15:00,casual,149.1201284,-35.1742242,POINT (149.1201284 -35.1742242),0.0
IGA X-Press East Row,22-58 East Row,Canberra City,ACT,2021-09-25,13:25:00,14:10:00,monitor,149.1307154,-35.2790066,POINT (149.1307154 -35.2790066),0.0
IGA X-Press Melba,"Shop 1, 4-6 Melba Court",Melba,ACT,2021-09-25,15:40:00,16:15:00,monitor,149.0486515,-35.2081529,POINT (149.0486515 -35.2081529),0.0
Kingston Hotel,73 Canberra Avenue,Griffith,ACT,2021-09-25,12:15:00,18:00:00,monitor,149.1380556,-35.3194444,POINT (149.1380556 -35.3194444),5.0
Lazzari Bros' Espresso,3 Carleton Street,Kambah,ACT,2021-09-25,10:00:00,16:30:00,casual,149.050096,-35.383194,POINT (149.050096 -35.383194),6.0
Liquorland Amaroo,Horse Park Drive,Amaroo,ACT,2021-09-25,16:35:00,17:20:00,monitor,149.1320463,-35.1647474,POINT (149.1320463 -35.1647474),0.0
McDonald’s Belconnen,2 Emu Bank,Belconnen,ACT,2021-09-25,18:30:00,19:15:00,monitor,149.0744017,-35.2399941,POINT (149.0744017 -35.2399941),0.0
McDonald's Erindale,Corner Ricardo Street and McBryde Crescent,Wanniassa,ACT,2021-09-25,10:20:00,11:15:00,casual,149.0979273,-35.4053191,POINT (149.0979273 -35.4053191),0.0
Metal Mart Fyshwick,53 Collie Street,Fyshwick,ACT,2021-09-25,08:45:00,09:30:00,monitor,149.1801931,-35.329267,POINT (149.1801931 -35.329267),0.0
Officeworks Tuggeranong,215 Scollay Street,Greenway,ACT,2021-09-25,15:15:00,16:10:00,monitor,149.0700087,-35.4218687,POINT (149.0700087 -35.4218687),0.0
Parkwood Egg Farm,266 Parkwood Road,Holt,ACT,2021-09-25,06:30:00,11:00:00,casual,148.9847917,-35.2081039,POINT (148.9847917 -35.2081039),4.0
The Pharmacy on Northbourne,65 Northbourne Avenue,Canberra City,ACT,2021-09-25,13:20:00,14:00:00,monitor,149.1288999,-35.27820639999999,POINT (149.1288999 -35.27820639999999),0.0
TSG Chisholm,"Chisholm Village Shopping Centre, 42 Halley Street",Chisholm,ACT,2021-09-25,13:20:00,14:00:00,monitor,149.1291077,-35.4141488,POINT (149.1291077 -35.4141488),0.0
Woolworths Calwell,"Calwell Shopping Centre, 7 Webber Crescent",Calwell,ACT,2021-09-25,10:50:00,11:30:00,monitor,149.114712,-35.4346893,POINT (149.114712 -35.4346893),0.0
Woolworths Cooleman Court,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-09-25,11:55:00,12:15:00,casual,149.052681,-35.340765,POINT (149.052681 -35.340765),0.0
Woolworths Cooleman Court,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-09-25,12:15:00,13:00:00,monitor,149.052681,-35.340765,POINT (149.052681 -35.340765),0.0
Woolworths Metro Cameron Avenue,1/6 Grazier Lane,Belconnen,ACT,2021-09-25,10:30:00,11:30:00,close,149.0719813,-35.2401725,POINT (149.0719813 -35.2401725),1.0
Woolworths Metro Cameron Avenue,1/6 Grazier Lane,Belconnen,ACT,2021-09-25,11:40:00,12:50:00,casual,149.0719813,-35.2401725,POINT (149.0719813 -35.2401725),1.0
Woolworths Metro Hawker,Springvale Drive,Hawker,ACT,2021-09-25,11:10:00,12:00:00,casual,149.0441492,-35.2433647,POINT (149.0441492 -35.2433647),0.0
Woolworths Metro Hawker,Springvale Drive,Hawker,ACT,2021-09-25,17:55:00,18:40:00,casual,149.0441492,-35.2433647,POINT (149.0441492 -35.2433647),0.0
Zambrero Tuggeranong,"South.Point Tuggeranong, Anketell Street and Reed Street",Greenway,ACT,2021-09-25,16:10:00,16:55:00,monitor,149.0676897,-35.4159587,POINT (149.0676897 -35.4159587),0.0
7-Eleven Erindale,76 Gartside Street,Wanniassa,ACT,2021-09-26,17:40:00,18:30:00,monitor,149.1012591,-35.4054226,POINT (149.1012591 -35.4054226),0.0
ALDI Conder,9 Sidney Nolan Street,Conder,ACT,2021-09-26,15:30:00,16:10:00,monitor,149.0937063,-35.4567183,POINT (149.0937063 -35.4567183),0.0
ALDI Cooleman Court,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-09-26,18:55:00,20:00:00,casual,149.0525899,-35.3413679,POINT (149.0525899 -35.3413679),1.0
ALDI Kippax,"Kippax Fair Shopping Centre, Hardwick Crescent",Holt,ACT,2021-09-26,12:25:00,13:10:00,monitor,149.0193913,-35.2212463,POINT (149.0193913 -35.2212463),0.0
Ampol Foodary Weston,49 Brierly Street,Weston,ACT,2021-09-26,05:20:00,06:05:00,monitor,149.0520681,-35.3402449,POINT (149.0520681 -35.3402449),0.0
Baby Su,54 Alinga Street,Canberra City,ACT,2021-09-26,13:20:00,13:50:00,monitor,149.127524,-35.27845300000001,POINT (149.127524 -35.27845300000001),0.0
Belluci's Trattoria,Franklin Street and Furneaux Street,Griffith,ACT,2021-09-26,17:35:00,18:15:00,monitor,149.1324215,-35.3196219,POINT (149.1324215 -35.3196219),0.0
Bernies From The Bay,33 Charnwood Place,Charnwood,ACT,2021-09-26,12:50:00,13:30:00,monitor,149.0336138,-35.2044537,POINT (149.0336138 -35.2044537),0.0
Bottlemart Macquarie,"Parc Village, 2 Henshall Way",Macquarie,ACT,2021-09-26,13:10:00,14:00:00,monitor,149.0698165,-35.2537379,POINT (149.0698165 -35.2537379),0.0
Chong Co Thai Kingston,31 Eastlake Parade,Kingston,ACT,2021-09-26,14:00:00,14:40:00,monitor,149.1461583,-35.3122041,POINT (149.1461583 -35.3122041),0.0
Cignall Tuggeranong,"South.Point Tuggeranong, Anketell Street and Reed Street",Greenway,ACT,2021-09-26,14:15:00,15:00:00,monitor,149.0665317,-35.4167822,POINT (149.0665317 -35.4167822),0.0
Coles Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-09-26,12:00:00,13:30:00,monitor,149.064837,-35.237949,POINT (149.064837 -35.237949),1.0
Coles Chisholm,42 Halley Street,Chisholm,ACT,2021-09-26,16:45:00,17:35:00,casual,149.1282419,-35.4141067,POINT (149.1282419 -35.4141067),0.0
Coles Chisholm,42 Halley Street,Chisholm,ACT,2021-09-26,18:10:00,19:00:00,casual,149.1282419,-35.4141067,POINT (149.1282419 -35.4141067),0.0
Coles Express Belconnen,Lathlain Street and Wignall Place,Belconnen,ACT,2021-09-26,14:40:00,15:20:00,monitor,149.063986,-35.242649,POINT (149.063986 -35.242649),0.0
Coles Express Tuggeranong,149-165 Soward Way,Greenway,ACT,2021-09-26,13:30:00,13:40:00,monitor,149.0689976,-35.4186333,POINT (149.0689976 -35.4186333),0.0
Coles Jamison,"Jamison Plaza, Bowman Street",Macquarie,ACT,2021-09-26,15:30:00,16:30:00,casual,149.0713348,-35.2528076,POINT (149.0713348 -35.2528076),1.0
Coles Kaleen,"Plaza Shopping Centre, 1 Maribyrnong Avenue",Kaleen,ACT,2021-09-26,14:15:00,15:20:00,casual,149.1028228,-35.2202787,POINT (149.1028228 -35.2202787),1.0
Coles Manuka,"Manuka Terrace, Franklin Street and Flinders Way",Griffith,ACT,2021-09-26,13:45:00,14:15:00,monitor,149.1341667,-35.3208333,POINT (149.1341667 -35.3208333),0.0
Coles Tuggeranong,"South Point Tuggeranong, Anketell Street and Reed Street",Greenway,ACT,2021-09-26,14:05:00,14:45:00,monitor,149.0665317,-35.4167822,POINT (149.0665317 -35.4167822),0.0
Corks Liquor Conder,18 Norman Lindsay Street,Conder,ACT,2021-09-26,15:35:00,16:15:00,monitor,149.0934312,-35.4583852,POINT (149.0934312 -35.4583852),0.0
Department of Social Services (Level 3),"Enid Lyons Building, 71 Athllon Drive",Greenway,ACT,2021-09-26,08:30:00,17:00:00,casual,149.0645904,-35.4195632,POINT (149.0645904 -35.4195632),8.0
Domino's Pizza Conder,3/5 Sidney Nolan Street,Conder,ACT,2021-09-26,18:35:00,19:10:00,monitor,149.0932117,-35.4568154,POINT (149.0932117 -35.4568154),0.0
Elixir Cafe,Queen Elizabeth Terrace,Parkes,ACT,2021-09-26,14:25:00,15:05:00,monitor,149.1352154,-35.2974191,POINT (149.1352154 -35.2974191),0.0
Gelato Messina Kingston,38 Eyre Street,Kingston,ACT,2021-09-26,19:10:00,19:50:00,monitor,149.1424717,-35.3165027,POINT (149.1424717 -35.3165027),0.0
Grill'd Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-09-26,11:40:00,20:30:00,casual,149.0634587,-35.2380489,POINT (149.0634587 -35.2380489),8.0
IGA Chapman,52-60 Perry Drive,Chapman,ACT,2021-09-26,09:35:00,10:30:00,casual,149.0405469,-35.3556311,POINT (149.0405469 -35.3556311),0.0
Liquorland Tuggeranong,Corner Northern Street and Western Street,Greenway,ACT,2021-09-26,14:00:00,14:40:00,monitor,149.0675083,-35.4170687,POINT (149.0675083 -35.4170687),0.0
Priceline Pharmacy Tuggeranong,"South Point Tuggeranong, Anketell Street and Reed Street",Greenway,ACT,2021-09-26,13:50:00,14:20:00,monitor,149.066668,-35.4159229,POINT (149.066668 -35.4159229),0.0
SPAR Express Ngunnawal,"Ngunnawal Local Centre, Wanganeen Avenue",Ngunnawal,ACT,2021-09-26,17:35:00,18:15:00,monitor,149.108155,-35.173951,POINT (149.108155 -35.173951),0.0
Specsavers Tuggeranong,"South.Point Tuggeranong, Anketell Street and Reed Street",Greenway,ACT,2021-09-26,13:35:00,14:35:00,casual,149.0673349,-35.4158067,POINT (149.0673349 -35.4158067),1.0
SUPABARN Kingston,34 Eyre Street,Kingston,ACT,2021-09-26,18:50:00,19:40:00,monitor,149.1426642,-35.3165254,POINT (149.1426642 -35.3165254),0.0
SUPAEXPRESS Kaleen,"Gwydir Square, Maribyrnong Avenue",Kaleen,ACT,2021-09-26,11:05:00,11:40:00,monitor,149.1029054,-35.2337993,POINT (149.1029054 -35.2337993),0.0
TSG Wanniassa,12 Sangster Place,Wanniassa,ACT,2021-09-26,12:45:00,13:25:00,monitor,149.085645,-35.3911367,POINT (149.085645 -35.3911367),0.0
Woolworths Cooleman Court,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-09-26,19:30:00,20:05:00,monitor,149.052681,-35.340765,POINT (149.052681 -35.340765),0.0
Woolworths Erindale,"Erindale Shopping Centre, 50-68 Comrie Street",Wanniassa,ACT,2021-09-26,17:00:00,18:15:00,casual,149.098702,-35.4035739,POINT (149.098702 -35.4035739),1.0
Woolworths Kambah,"Kambah Village Shopping Centre, Primmer Court",Kambah,ACT,2021-09-26,10:20:00,11:10:00,casual,149.0572697,-35.3801801,POINT (149.0572697 -35.3801801),0.0
Woolworths Kippax,"Kippax Fair Shopping Centre, 26 Hardwick Crescent",Holt,ACT,2021-09-26,13:05:00,13:55:00,monitor,149.0201727,-35.2228703,POINT (149.0201727 -35.2228703),0.0
Woolworths Metro Cameron Avenue,1/6 Grazier Lane,Belconnen,ACT,2021-09-26,14:20:00,15:10:00,monitor,149.0719813,-35.2401725,POINT (149.0719813 -35.2401725),0.0
Zambrero Manuka,18 Flinders Way,Griffith,ACT,2021-09-26,17:00:00,17:30:00,monitor,149.1341509,-35.3208748,POINT (149.1341509 -35.3208748),0.0
7-Eleven Holt,88 Hardwick Crescent,Holt,ACT,2021-09-27,21:00:00,21:40:00,monitor,149.0178943,-35.2209147,POINT (149.0178943 -35.2209147),0.0
Amaroo District Playing Fields (Basketball Courts only),Horse Park Drive,Amaroo,ACT,2021-09-27,14:40:00,17:00:00,casual,149.128424,-35.1629429,POINT (149.128424 -35.1629429),2.0
Ampol Foodary Weston Creek,1 Kirkpatrick Street,Weston,ACT,2021-09-27,10:00:00,10:35:00,monitor,149.0568851,-35.3222216,POINT (149.0568851 -35.3222216),0.0
Biteful Kebabs,"South.Point Tuggeranong, Anketell Street and Reed Street",Greenway,ACT,2021-09-27,15:30:00,16:30:00,casual,149.0651534,-35.417298,POINT (149.0651534 -35.417298),1.0
BWS Kippax,"Kippax Fair Shopping Centre, Hardwick Crescent",Holt,ACT,2021-09-27,16:40:00,17:25:00,monitor,149.0199712,-35.22258710000001,POINT (149.0199712 -35.22258710000001),0.0
BWS Tuggeranong,"South.Point Tuggeranong, Anketell Street and Reed Street",Greenway,ACT,2021-09-27,14:05:00,15:00:00,monitor,149.0665317,-35.4167822,POINT (149.0665317 -35.4167822),0.0
Capital Chemist Coombs,110 Woodberry Avenue,Coombs,ACT,2021-09-27,10:10:00,10:55:00,monitor,149.0397723,-35.319722,POINT (149.0397723 -35.319722),0.0
Capital Chemist Kambah,"Kambah Village Shopping Centre, Primmer Court",Kambah,ACT,2021-09-27,15:30:00,16:30:00,monitor,149.0577473,-35.3803225,POINT (149.0577473 -35.3803225),1.0
Charnwood Newsagency,"Fadco Building, Charnwood Place",Charnwood,ACT,2021-09-27,16:25:00,17:05:00,monitor,149.0340727,-35.204584,POINT (149.0340727 -35.204584),0.0
Chisholm takeaway,"Chisholm Village Shopping Centre, 42 Halley Street",Chisholm,ACT,2021-09-27,13:25:00,14:15:00,casual,149.1288408,-35.414108,POINT (149.1288408 -35.414108),0.0
Clinic 88 Woden,1/12 Furzer Street,Phillip,ACT,2021-09-27,14:00:00,15:30:00,casual,149.0835723,-35.3417587,POINT (149.0835723 -35.3417587),1.0
Coles Tuggeranong,"South Point Tuggeranong, Anketell Street and Reed Street",Greenway,ACT,2021-09-27,13:50:00,15:00:00,casual,149.0665317,-35.4167822,POINT (149.0665317 -35.4167822),1.0
Coles Wanniassa,12 Sangster Place,Wanniassa,ACT,2021-09-27,18:55:00,19:45:00,casual,149.0854722,-35.3912889,POINT (149.0854722 -35.3912889),0.0
Communities@Work - Community Pantry,245 Cowlishaw Street,Greenway,ACT,2021-09-27,13:20:00,14:20:00,casual,149.0693724,-35.4151964,POINT (149.0693724 -35.4151964),1.0
IGA Isabella Plains,6/131 Ellerston Avenue,Isabella Plains,ACT,2021-09-27,15:50:00,16:45:00,casual,149.0915802,-35.4286142,POINT (149.0915802 -35.4286142),0.0
Kingsley's Chicken Kippax,"Kippax Fair Shopping Centre, 26 Hardwick Crescent",Holt,ACT,2021-09-27,16:35:00,17:15:00,monitor,149.0200434,-35.2226439,POINT (149.0200434 -35.2226439),0.0
McDonald's Kippax,84 Hardwick Crescent,Holt,ACT,2021-09-27,21:00:00,23:59:00,casual,149.0179066,-35.2201558,POINT (149.0179066 -35.2201558),2.0
McDonalds Mitchell,661 Northbourne Avenue,Lyneham,ACT,2021-09-27,19:45:00,20:45:00,monitor,149.1503226,-35.2304555,POINT (149.1503226 -35.2304555),1.0
Patto's Grog Shop,"Calwell Shopping Centre, 7 Webber Crescent",Calwell,ACT,2021-09-27,19:25:00,20:10:00,monitor,149.1140879,-35.4349653,POINT (149.1140879 -35.4349653),0.0
Scott's Crossing Construction Site,"Canberra Centre, 148 Bunda Street",Canberra City,ACT,2021-09-27,06:45:00,16:30:00,close,149.1332559,-35.2802271,POINT (149.1332559 -35.2802271),9.0
ShareTea Dickson,8 Cape Street,Dickson,ACT,2021-09-27,11:45:00,12:30:00,monitor,149.1375901,-35.2515571,POINT (149.1375901 -35.2515571),0.0
Southside Physiotherapy Tuggeranong,146 Scollay Street,Greenway,ACT,2021-09-27,11:45:00,13:00:00,casual,149.066255,-35.418371,POINT (149.066255 -35.418371),1.0
The Pharmacy on Northbourne,65 Northbourne Avenue,Canberra City,ACT,2021-09-27,10:55:00,11:35:00,monitor,149.1288999,-35.27820639999999,POINT (149.1288999 -35.27820639999999),0.0
The Pharmacy on Northbourne,65 Northbourne Avenue,Canberra City,ACT,2021-09-27,14:30:00,15:45:00,monitor,149.1288999,-35.27820639999999,POINT (149.1288999 -35.27820639999999),1.0
The Pharmacy on Petrie,148 Bunda Street,Canberra City,ACT,2021-09-27,12:20:00,13:00:00,monitor,149.1335326,-35.2788096,POINT (149.1335326 -35.2788096),0.0
Village Dental Care Kambah,"Kambah Village Shopping Centre, Primmer Court",Kambah,ACT,2021-09-27,15:00:00,16:00:00,monitor,149.0575992,-35.3808852,POINT (149.0575992 -35.3808852),1.0
Woden Wellness Centre,48 Corinna Street,Phillip,ACT,2021-09-27,13:30:00,14:45:00,casual,149.0842501,-35.3471605,POINT (149.0842501 -35.3471605),1.0
Woolworths Cooleman Court,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-09-27,11:30:00,12:30:00,casual,149.052681,-35.340765,POINT (149.052681 -35.340765),1.0
Woolworths Erindale,"Erindale Shopping Centre, 50-68 Comrie Street",Wanniassa,ACT,2021-09-27,14:00:00,14:50:00,casual,149.098702,-35.4035739,POINT (149.098702 -35.4035739),0.0
Woolworths Kambah,"Kambah Village Shopping Centre, Primmer Court",Kambah,ACT,2021-09-27,15:10:00,16:00:00,monitor,149.0572697,-35.3801801,POINT (149.0572697 -35.3801801),0.0
Woolworths Kippax,"Kippax Fair Shopping Centre, 26 Hardwick Crescent",Holt,ACT,2021-09-27,18:15:00,19:00:00,monitor,149.0201727,-35.2228703,POINT (149.0201727 -35.2228703),0.0
Woolworths Mawson,15 Mawson Place,Mawson,ACT,2021-09-27,18:00:00,18:45:00,monitor,149.0946696,-35.3661449,POINT (149.0946696 -35.3661449),0.0
7-Eleven Casey,10 Kingsland Parade,Casey,ACT,2021-09-28,14:45:00,15:45:00,monitor,149.0957326,-35.175773,POINT (149.0957326 -35.175773),1.0
7-Eleven Holt,88 Hardwick Crescent,Holt,ACT,2021-09-28,20:30:00,21:00:00,monitor,149.0178943,-35.2209147,POINT (149.0178943 -35.2209147),0.0
7-Eleven Mawson,1 Mawson Place,Mawson,ACT,2021-09-28,13:10:00,13:55:00,monitor,149.0936873,-35.365172,POINT (149.0936873 -35.365172),0.0
ACT Law Courts - Magistrates Court (Waiting Area Outside Room 1 only),"ACT Magistrates Court, 4-6 Knowles Place",Canberra City,ACT,2021-09-28,09:25:00,11:10:00,casual,149.1271663,-35.2803475,POINT (149.1271663 -35.2803475),1.0
ACT Law Courts - Magistrates Court Room 1,"ACT Magistrates Court, 4-6 Knowles Place",Canberra City,ACT,2021-09-28,10:40:00,12:20:00,casual,149.1271663,-35.2803475,POINT (149.1271663 -35.2803475),1.0
Angkor What,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-09-28,16:50:00,17:30:00,monitor,149.0655031,-35.2384095,POINT (149.0655031 -35.2384095),0.0
Brindabella Endoscopy Centre,"Suite 7, Level 1, 5 Dann Close",Garran,ACT,2021-09-28,12:30:00,16:50:00,casual,149.1026959,-35.3497278,POINT (149.1026959 -35.3497278),4.0
Caltex (EG Fuel) Belconnen,4 Luxton Street,Belconnen,ACT,2021-09-28,09:20:00,10:50:00,monitor,149.0590045,-35.236451,POINT (149.0590045 -35.236451),1.0
Canberra Retina Clinic,77 Denison Street,Deakin,ACT,2021-09-28,14:00:00,16:40:00,casual,149.0943145,-35.3202095,POINT (149.0943145 -35.3202095),2.0
Coles Amaroo,Horse Park Drive,Amaroo,ACT,2021-09-28,14:30:00,15:15:00,monitor,149.1317816,-35.1646128,POINT (149.1317816 -35.1646128),0.0
Coles Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-09-28,17:30:00,18:20:00,casual,149.064837,-35.237949,POINT (149.064837 -35.237949),0.0
Coles Canberra Centre,"Canberra Centre, 148 Bunda Street",Canberra City,ACT,2021-09-28,09:30:00,10:20:00,casual,149.1343475,-35.2784476,POINT (149.1343475 -35.2784476),0.0
Coles Tuggeranong,"South Point Tuggeranong, Anketell Street and Reed Street",Greenway,ACT,2021-09-28,16:00:00,17:15:00,monitor,149.0665317,-35.4167822,POINT (149.0665317 -35.4167822),1.0
Commonwealth Bank Fyshwick,28 Wollongong Street,Fyshwick,ACT,2021-09-28,10:30:00,11:15:00,casual,149.1788032,-35.326662,POINT (149.1788032 -35.326662),0.0
Dan Murphy's Phillip,Corner of Hindmarsh Drive and Botany Street,Phillip,ACT,2021-09-28,17:00:00,18:00:00,monitor,149.0896567,-35.3498534,POINT (149.0896567 -35.3498534),1.0
Dan Murphy's Tuggeranong,"Homeworld Centre, 150-180 Soward Way",Greenway,ACT,2021-09-28,11:50:00,13:00:00,monitor,149.0671141,-35.4186654,POINT (149.0671141 -35.4186654),1.0
EQ Bakehouse,70 Kent Street,Deakin,ACT,2021-09-28,10:50:00,11:30:00,monitor,149.0973981,-35.3204751,POINT (149.0973981 -35.3204751),0.0
Erindale Pharmacy,2 Denigan Street,Wanniassa,ACT,2021-09-28,10:30:00,11:35:00,monitor,149.0986421,-35.4036955,POINT (149.0986421 -35.4036955),1.0
"Forrest Hotel and Apartments, Lobby Only",30 National Circuit,Forrest,ACT,2021-09-28,10:00:00,10:45:00,monitor,149.1280946,-35.315383,POINT (149.1280946 -35.315383),0.0
Fyshwick Post Office,22 Townsville Street,Fyshwick,ACT,2021-09-28,16:25:00,17:30:00,monitor,149.183094,-35.3282773,POINT (149.183094 -35.3282773),1.0
Gelato Messina Kingston,38 Eyre Street,Kingston,ACT,2021-09-28,19:55:00,20:30:00,monitor,149.1424717,-35.3165027,POINT (149.1424717 -35.3165027),0.0
Hawker Discount Drug store,72-74 Hawker Place,Hawker,ACT,2021-09-28,11:15:00,11:50:00,monitor,149.043745,-35.2431655,POINT (149.043745 -35.2431655),0.0
Hobart Place General Practice,"Level 2 and 3, 28 University Avenue",Canberra City,ACT,2021-09-28,10:40:00,11:50:00,casual,149.1257481,-35.2798522,POINT (149.1257481 -35.2798522),1.0
Ian Potter House Construction Site,9 Gordon Street,Canberra City,ACT,2021-09-28,07:00:00,16:00:00,casual,149.1237297,-35.2833602,POINT (149.1237297 -35.2833602),9.0
IGA O'Connor,3 Sargood Street,O'Connor,ACT,2021-09-28,19:00:00,19:45:00,monitor,149.1222844,-35.2641187,POINT (149.1222844 -35.2641187),0.0
PharmaSave Woden,"Westfield Woden, Keltie Street",Phillip,ACT,2021-09-28,13:50:00,14:50:00,casual,149.0865234,-35.3462586,POINT (149.0865234 -35.3462586),1.0
Priceline Pharmacy Amaroo,6 Pioneer Street,Amaroo,ACT,2021-09-28,14:20:00,15:05:00,monitor,149.1324158,-35.164779,POINT (149.1324158 -35.164779),0.0
Scott's Crossing Construction Site,"Canberra Centre, 148 Bunda Street",Canberra City,ACT,2021-09-28,06:45:00,16:30:00,close,149.1332559,-35.2802271,POINT (149.1332559 -35.2802271),9.0
Specfast Fyshwick,17 Cessnock Street,Fyshwick,ACT,2021-09-28,14:20:00,15:00:00,monitor,149.1721191,-35.32287970000001,POINT (149.1721191 -35.32287970000001),0.0
Sydney Tools Fyshwick,163-165 Gladstone Street,Fyshwick,ACT,2021-09-28,14:40:00,16:30:00,monitor,149.1843872,-35.325756,POINT (149.1843872 -35.325756),1.0
The Food Forum,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-09-28,17:20:00,18:00:00,monitor,149.0644201,-35.23850720000001,POINT (149.0644201 -35.23850720000001),0.0
Total Tools Fyshwick,103 Gladstone Street,Fyshwick,ACT,2021-09-28,14:30:00,15:10:00,monitor,149.1807051,-35.3221611,POINT (149.1807051 -35.3221611),0.0
United Petroleum Amaroo,Corner Katherine Avenue and Horse Park Drive,Amaroo,ACT,2021-09-28,10:50:00,11:40:00,monitor,149.131181,-35.1644054,POINT (149.131181 -35.1644054),0.0
Woolworths Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-09-28,07:30:00,08:20:00,monitor,149.0652762,-35.2386596,POINT (149.0652762 -35.2386596),0.0
Woolworths Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-09-28,16:55:00,17:50:00,monitor,149.0652762,-35.2386596,POINT (149.0652762 -35.2386596),0.0
Woolworths Erindale,"Erindale Shopping Centre, 50-68 Comrie Street",Wanniassa,ACT,2021-09-28,16:30:00,17:15:00,casual,149.098702,-35.4035739,POINT (149.098702 -35.4035739),0.0
Woolworths Kippax,"Kippax Fair Shopping Centre, 26 Hardwick Crescent",Holt,ACT,2021-09-28,18:55:00,19:45:00,monitor,149.0201727,-35.2228703,POINT (149.0201727 -35.2228703),0.0
Woolworths Kippax,"Kippax Fair Shopping Centre, 26 Hardwick Crescent",Holt,ACT,2021-09-28,20:30:00,21:15:00,monitor,149.0201727,-35.2228703,POINT (149.0201727 -35.2228703),0.0
Woolworths Mawson,15 Mawson Place,Mawson,ACT,2021-09-28,15:40:00,16:30:00,casual,149.0946696,-35.3661449,POINT (149.0946696 -35.3661449),0.0
Woolworths Metro Franklin,Corner Flemington Road and Nullarbor Avenue,Franklin,ACT,2021-09-28,14:15:00,14:50:00,casual,149.1488768,-35.2000983,POINT (149.1488768 -35.2000983),0.0
Woolworths Metro Hawker,Springvale Drive,Hawker,ACT,2021-09-28,10:50:00,11:45:00,casual,149.0441492,-35.2433647,POINT (149.0441492 -35.2433647),0.0
Woolworths Metro Hawker,Springvale Drive,Hawker,ACT,2021-09-28,13:50:00,14:45:00,casual,149.0441492,-35.2433647,POINT (149.0441492 -35.2433647),0.0
A Bite to Eat Cafe,8 Chifley Place,Chifley,ACT,2021-09-29,08:55:00,09:40:00,monitor,149.0759101,-35.3525355,POINT (149.0759101 -35.3525355),0.0
A Bite to Eat Cafe,8 Chifley Place,Chifley,ACT,2021-09-29,17:10:00,20:00:00,casual,149.0759101,-35.3525355,POINT (149.0759101 -35.3525355),2.0
